

########################################################
1571400496087	Start_of_the_log : 14:08:16
########################################################


1571400497320	{F, F, F, F}
1571400503352	{O, O, O, O}


########################################################
1571406116650	Start_of_the_log : 15:41:56
########################################################


1571406118339	{F, F, F, F}
1571406118468	{F, O, O, F}
1571406118574	{F, O, O, F}
1571406118678	{F, O, O, F}
1571406118785	{F, O, O, F}
1571406118887	{F, O, O, F}
1571406118989	{F, O, O, F}
1571406119092	{F, O, O, F}
1571406119194	{F, O, O, F}
1571406119298	{F, O, O, F}
1571406119400	{F, O, O, F}
1571406119501	{F, O, O, F}
1571406119603	{F, O, O, F}
1571406119705	{F, O, O, F}
1571406119807	{F, O, O, F}
1571406119908	{F, O, O, F}
1571406120010	{F, O, O, F}
1571406120111	{F, O, O, F}
1571406120212	{F, O, O, F}
1571406120314	{F, O, O, F}
1571406120416	{F, O, O, F}
1571406120518	{F, O, O, F}
1571406120618	{F, O, O, F}
1571406120721	{F, O, O, F}
1571406120822	{F, O, O, F}
1571406120923	{F, O, O, F}
1571406121024	{F, O, O, F}
1571406121125	{F, O, O, F}
1571406121227	{F, O, O, F}
1571406121329	{F, O, O, F}
1571406121430	{F, O, O, F}
1571406121531	{F, O, O, F}
1571406121632	{F, O, O, F}
1571406121732	{F, O, O, F}
1571406121833	{F, O, O, F}
1571406121933	{F, O, O, F}
1571406122035	{F, O, O, F}
1571406122137	{F, O, O, F}
1571406122238	{F, O, O, F}
1571406122339	{F, O, O, F}
1571406122440	{F, O, O, F}
1571406122540	{F, O, O, F}
1571406122641	{F, O, O, F}
1571406122743	{F, O, O, F}
1571406122844	{F, O, O, F}
1571406122947	{F, O, O, F}
1571406123048	{F, O, O, F}
1571406123149	{F, O, O, F}
1571406123250	{F, O, O, F}
1571406123351	{F, O, O, F}
1571406123452	{F, O, O, F}
1571406123554	{F, O, O, F}
1571406123655	{F, O, O, F}
1571406123755	{F, O, O, F}
1571406123857	{F, O, O, F}
1571406123958	{F, O, O, F}
1571406124058	{F, O, O, F}
1571406124160	{F, O, O, F}
1571406124260	{F, O, O, F}
1571406124361	{F, O, O, F}
1571406124462	{F, O, O, F}
1571406124563	{F, O, O, F}
1571406124665	{F, O, O, F}
1571406124766	{F, O, O, F}
1571406124869	{F, O, O, F}
1571406124970	{F, O, O, F}
1571406125072	{F, O, O, F}
1571406125174	{F, O, O, F}
1571406125276	{F, O, O, F}
1571406125377	{F, O, O, F}
1571406125477	{F, O, O, F}
1571406125580	{F, O, O, F}
1571406125681	{F, O, O, F}
1571406125782	{F, O, O, F}
1571406125885	{F, O, O, F}
1571406125987	{F, O, O, F}
1571406126089	{F, O, O, F}
1571406126190	{F, O, O, F}
1571406126292	{F, O, O, F}
1571406126394	{F, O, O, F}
1571406126496	{F, O, O, F}
1571406126596	{F, O, O, F}
1571406126698	{F, O, O, F}
1571406126798	{F, O, O, F}
1571406126900	{F, O, O, F}
1571406127002	{F, O, O, F}
1571406127104	{F, O, O, F}
1571406127206	{F, O, O, F}
1571406127307	{F, O, O, F}
1571406127407	{F, O, O, F}
1571406127509	{F, O, O, F}
1571406127610	{F, O, O, F}
1571406127711	{F, O, O, F}
1571406127813	{F, O, O, F}
